NameMonthYear,Year,Month_Year,Account_ID,Account_Type,Package,Customer_Demographics_Income,Customer_Demographics_Marital_Status,Customer_Demographics_Education,Number_of_Deposits_Credits,Number_of_Debits,Bill_Payments,Cash_Withdrawals,Point_of_sale_Transactions,Total_Value_of_Debits,Deposits_Made_During_The_Month_Credits,Total_Service_Charges,Total_Balance_at_Month_End,Number_of_Transactions
November-2023,2023,2023-11-28,880,Savings,Bronze,Medium Income,Married,College Degree,583,609,$207.00,1968.34,$131.00,"$6,889.66","$22,081.76",$137.84,6408.31,681
November-2023,2023,2023-11-28,929,Chequing,Bronze,High Income,Married,Master's Degree,652,888,$685.00,2030.63,$526.00,"$14,091.95","$16,292.82",$70.97,6366.72,19
November-2023,2023,2023-11-28,740,Chequing,Silver,Low Income,Single,Master's Degree,805,961,$273.00,2353.73,$720.00,"$29,824.51","$39,399.78",$77.55,2785.55,78
November-2023,2023,2023-11-29,590,Chequing,Bronze,Medium Income,Divorced,Some College,935,912,$592.00,447.13,$570.00,"$21,843.29","$46,006.49",$53.92,7490.74,63
November-2023,2023,2023-11-29,240,Savings,Gold,High Income,Married,High School Graduate,502,753,$603.00,2333,$736.00,"$21,406.21","$35,122.12",$49.85,687.05,394
November-2023,2023,2023-11-29,388,Chequing,Silver,Low Income,Married,Some College,149,368,$89.00,318.04,$967.00,"$8,431.93","$4,093.31",$69.07,2369.74,404
November-2023,2023,2023-11-30,508,Savings,Silver,Low Income,Married,College Degree,646,852,$134.00,2665,$834.00,"$9,529.01","$21,113.98",$121.73,3756.77,80
November-2023,2023,2023-11-30,739,Chequing,Silver,High Income,Divorced,Some College,737,304,$860.00,1029.29,$471.00,"$46,359.14","$21,035.83",$8.28,7922.08,604
November-2023,2023,2023-11-30,773,Chequing,Silver,Low Income,Divorced,High School Graduate,303,553,$897.00,675.45,$860.00,"$44,902.85","$22,047.42",$99.28,597.4,349
November-2023,2023,2023-11-30,792,Savings,Bronze,Medium Income,Married,College Degree,173,560,$702.00,2618.6,$843.00,"$19,593.26","$5,433.18",$7.78,8775.03,850
December-2023,2023,2023-12-01,448,Savings,Gold,High Income,Single,Some College,79,511,$769.00,837.69,$93.00,"$25,782.94","$31,333.16",$68.04,3576.52,411
December-2023,2023,2023-12-01,327,Savings,Gold,Medium Income,Divorced,High School Graduate,405,996,$873.00,512.98,$484.00,"$28,022.04","$45,404.67",$97.54,1409.39,415
December-2023,2023,2023-12-02,413,Savings,Bronze,Medium Income,Single,College Degree,531,763,$580.00,2062.11,$531.00,"$27,497.23","$20,135.11",$21.42,8657.29,460
December-2023,2023,2023-12-02,190,Savings,Silver,Medium Income,Divorced,High School Graduate,261,893,$901.00,138.66,$473.00,"$8,940.80","$33,830.36",$10.81,9410.27,365
December-2023,2023,2023-12-02,113,Chequing,Silver,High Income,Divorced,College Degree,335,613,$755.00,993.29,$565.00,"$46,333.26","$44,452.92",$9.30,8060.87,172
December-2023,2023,2023-12-02,29,Chequing,Gold,Low Income,Married,High School Graduate,798,97,$723.00,485.56,$241.00,$605.48,"$34,809.30",$110.33,6651.58,600
December-2023,2023,2023-12-02,751,Chequing,Gold,Medium Income,Single,College Degree,316,195,$649.00,408.42,$999.00,"$27,107.36","$11,317.73",$105.42,1129.5,468
December-2023,2023,2023-12-03,254,Chequing,Bronze,Low Income,Single,High School Graduate,159,245,$839.00,1782.24,$164.00,"$27,275.29","$2,549.01",$17.43,7914.89,579
December-2023,2023,2023-12-04,96,Savings,Silver,Low Income,Divorced,Some College,138,697,$997.00,889.39,$545.00,"$34,105.78","$47,827.26",$66.13,6066.64,906
December-2023,2023,2023-12-04,88,Chequing,Silver,Medium Income,Divorced,High School Graduate,530,286,$188.00,240.02,$204.00,"$11,866.61","$19,262.11",$10.01,6757.22,575
December-2023,2023,2023-12-04,708,Savings,Gold,High Income,Married,Some College,185,950,$965.00,735.24,$350.00,"$35,308.14","$36,963.33",$45.41,9519.72,868
December-2023,2023,2023-12-06,761,Chequing,Gold,High Income,Married,Some College,802,35,$104.00,2929.98,$979.00,"$16,515.36","$4,894.54",$10.21,5145.63,668
December-2023,2023,2023-12-06,103,Savings,Gold,High Income,Married,Some College,782,486,$850.00,174.2,$316.00,"$45,001.96","$34,324.05",$149.74,1905.2,82
December-2023,2023,2023-12-07,558,Savings,Silver,Low Income,Married,High School Graduate,708,173,$690.00,2916.13,$401.00,"$19,371.34","$11,686.30",$120.85,2130.42,780
December-2023,2023,2023-12-08,455,Savings,Gold,Low Income,Married,High School Graduate,947,703,$713.00,1921.96,$189.00,"$22,614.01","$21,212.44",$104.81,1813.22,164
December-2023,2023,2023-12-08,488,Savings,Bronze,High Income,Divorced,Some College,708,262,$874.00,2589.47,$296.00,"$15,159.36","$3,996.86",$87.98,8047.04,994
December-2023,2023,2023-12-08,161,Chequing,Bronze,Low Income,Married,Some College,338,565,$998.00,1210.47,$370.00,"$42,718.32","$12,375.15",$120.42,3736.95,885
December-2023,2023,2023-12-09,499,Savings,Bronze,Low Income,Divorced,College Degree,917,999,$698.00,679.15,$956.00,$971.57,"$23,356.21",$97.54,3285.41,56
December-2023,2023,2023-12-09,949,Savings,Gold,Low Income,Divorced,Some College,424,290,$939.00,152.6,$734.00,"$26,509.06","$25,818.89",$16.01,6406.76,39
December-2023,2023,2023-12-09,986,Savings,Silver,High Income,Divorced,High School Graduate,291,402,$423.00,490.65,$948.00,"$11,693.88","$22,745.79",$25.45,4368.84,788
December-2023,2023,2023-12-10,931,Savings,Gold,Medium Income,Single,High School Graduate,719,555,$357.00,2632.79,$18.00,"$14,149.26","$46,489.96",$137.98,3173.42,587
December-2023,2023,2023-12-10,900,Savings,Gold,Low Income,Single,Some College,378,397,$461.00,1841.36,$452.00,"$12,091.51","$34,672.21",$106.55,390.35,149
December-2023,2023,2023-12-10,531,Savings,Gold,Medium Income,Divorced,Some College,981,372,$908.00,2590.51,$754.00,"$36,627.91","$10,532.57",$92.70,2873.18,182
December-2023,2023,2023-12-10,194,Chequing,Gold,Medium Income,Divorced,Master's Degree,603,157,$699.00,2889.33,$369.00,"$23,828.65","$15,631.47",$119.82,9018.08,828
December-2023,2023,2023-12-11,143,Chequing,Silver,High Income,Divorced,Some College,792,577,$147.00,1388.86,$46.00,"$1,029.00","$18,372.21",$95.12,6562.63,938
December-2023,2023,2023-12-11,373,Chequing,Gold,Medium Income,Married,College Degree,911,912,$658.00,731.66,$594.00,"$40,851.89","$9,825.08",$137.57,1020.41,305
December-2023,2023,2023-12-12,355,Chequing,Gold,Low Income,Married,Some College,967,165,$531.00,1464.11,$643.00,"$26,146.30","$16,424.85",$89.98,5019.34,950
December-2023,2023,2023-12-12,223,Chequing,Silver,High Income,Divorced,High School Graduate,328,554,$543.00,2071.87,$806.00,"$23,129.78","$35,251.56",$48.93,1833.36,744
December-2023,2023,2023-12-13,264,Savings,Gold,Medium Income,Divorced,Some College,738,867,$683.00,2595.87,$249.00,"$43,401.08","$32,939.60",$14.29,1658.41,911
December-2023,2023,2023-12-13,181,Savings,Bronze,High Income,Married,College Degree,542,978,$449.00,2614.78,$406.00,"$23,546.05","$29,171.83",$122.13,9757.32,106
December-2023,2023,2023-12-13,73,Savings,Bronze,Low Income,Married,Master's Degree,169,962,$291.00,2350.3,$376.00,"$41,253.85","$14,624.65",$90.34,1504.24,573
December-2023,2023,2023-12-13,366,Chequing,Gold,High Income,Married,Some College,71,569,$38.00,1590.83,$91.00,"$1,612.28","$42,923.74",$74.90,1627.15,165
December-2023,2023,2023-12-13,392,Chequing,Silver,High Income,Married,Some College,157,855,$397.00,2153.09,$931.00,"$12,520.77","$29,048.59",$72.42,8755.13,360
December-2023,2023,2023-12-14,284,Chequing,Gold,High Income,Divorced,College Degree,514,130,$158.00,2105.12,$432.00,"$2,010.52","$7,713.85",$65.44,2673.34,561
December-2023,2023,2023-12-14,564,Savings,Silver,Low Income,Single,Some College,837,496,$686.00,829.41,$501.00,"$33,761.08","$25,492.03",$145.33,6279.45,925
December-2023,2023,2023-12-15,34,Chequing,Gold,High Income,Single,Some College,56,169,$992.00,1873.28,$291.00,"$31,155.68","$12,981.48",$68.35,2444.28,680
December-2023,2023,2023-12-16,35,Chequing,Bronze,Medium Income,Single,College Degree,832,180,$520.00,1117.19,$469.00,"$4,510.66","$10,143.58",$80.91,5257.52,243
December-2023,2023,2023-12-16,951,Savings,Silver,Low Income,Divorced,High School Graduate,901,608,$35.00,1468.18,$775.00,"$27,883.12","$12,526.44",$16.86,269.33,564
December-2023,2023,2023-12-16,585,Chequing,Bronze,Low Income,Single,High School Graduate,228,736,$29.00,765.77,$781.00,"$32,654.45","$28,533.42",$29.23,9177.57,570
December-2023,2023,2023-12-16,625,Savings,Gold,Medium Income,Divorced,College Degree,980,899,$581.00,554.31,$524.00,"$6,129.96","$32,217.86",$14.07,7815.21,435
December-2023,2023,2023-12-17,993,Chequing,Silver,Medium Income,Married,College Degree,350,813,$975.00,546.96,$226.00,"$1,555.30","$25,428.42",$27.43,9440.23,439
December-2023,2023,2023-12-17,509,Savings,Silver,High Income,Single,High School Graduate,329,495,$484.00,1275.31,$47.00,"$26,865.21","$9,672.98",$40.45,7658.69,51
December-2023,2023,2023-12-18,61,Savings,Silver,High Income,Divorced,Master's Degree,480,292,$546.00,813.75,$431.00,"$16,516.56","$19,770.93",$34.96,1618.17,323
December-2023,2023,2023-12-18,253,Savings,Silver,High Income,Married,Master's Degree,181,429,$610.00,1358.8,$199.00,"$11,638.77","$5,573.10",$97.80,8860.57,163
December-2023,2023,2023-12-19,470,Chequing,Gold,High Income,Single,Master's Degree,599,322,$719.00,272.38,$774.00,"$40,465.67","$32,966.75",$101.45,7203.12,335
December-2023,2023,2023-12-20,525,Chequing,Silver,Medium Income,Single,Some College,848,132,$685.00,1341.78,$952.00,"$35,030.29","$30,771.66",$78.48,2791.38,771
December-2023,2023,2023-12-20,203,Chequing,Silver,Medium Income,Married,Master's Degree,482,324,$48.00,2591.2,$696.00,"$34,232.05","$45,223.34",$80.20,7802.01,415
December-2023,2023,2023-12-20,641,Chequing,Gold,High Income,Married,High School Graduate,11,575,$111.00,967.01,$586.00,"$18,768.57","$38,139.05",$143.55,8964.23,354
December-2023,2023,2023-12-21,799,Chequing,Bronze,Low Income,Married,College Degree,485,861,$615.00,2314.05,$5.00,"$8,442.24","$11,739.83",$32.93,4894.5,146
December-2023,2023,2023-12-21,176,Savings,Bronze,Medium Income,Single,College Degree,315,337,$857.00,1387.43,$234.00,"$29,139.90","$22,167.49",$59.78,7620.56,919
December-2023,2023,2023-12-21,15,Chequing,Silver,High Income,Single,High School Graduate,958,811,$868.00,1003.7,$221.00,"$49,671.19","$37,542.35",$35.89,8235.52,590
December-2023,2023,2023-12-22,457,Savings,Bronze,High Income,Married,Some College,855,821,$927.00,2325.71,$98.00,"$40,684.41","$26,561.87",$73.44,3668.42,730
December-2023,2023,2023-12-22,764,Savings,Bronze,Low Income,Married,Master's Degree,74,133,$563.00,1530.81,$980.00,"$37,056.48","$44,400.57",$123.33,2602.85,376
December-2023,2023,2023-12-22,980,Savings,Gold,High Income,Married,Some College,659,416,$779.00,2681.11,$797.00,"$7,070.94","$31,593.39",$147.24,4071.14,296
December-2023,2023,2023-12-22,875,Chequing,Gold,Low Income,Single,College Degree,91,61,$797.00,1977.65,$474.00,"$46,782.19","$7,374.17",$43.62,4230.88,28
December-2023,2023,2023-12-23,821,Chequing,Silver,Low Income,Divorced,High School Graduate,877,484,$420.00,2317.39,$635.00,"$5,623.96","$43,308.11",$74.44,9728.01,226
December-2023,2023,2023-12-23,529,Savings,Silver,High Income,Married,Some College,263,833,$494.00,165.57,$440.00,"$39,202.68","$25,077.03",$72.19,4377.69,251
December-2023,2023,2023-12-23,62,Chequing,Silver,High Income,Divorced,High School Graduate,870,551,$231.00,2679.45,$524.00,"$20,453.69","$25,102.11",$114.80,6053.27,539
December-2023,2023,2023-12-23,94,Savings,Silver,High Income,Divorced,Master's Degree,597,715,$458.00,1739.93,$406.00,"$17,432.80","$14,813.98",$9.75,2100.08,200
December-2023,2023,2023-12-23,191,Savings,Gold,Medium Income,Married,College Degree,324,679,$947.00,2857.33,$731.00,"$20,490.47","$38,158.47",$30.65,6599.19,373
December-2023,2023,2023-12-24,58,Savings,Silver,Medium Income,Single,Some College,392,212,$467.00,1646.41,$181.00,"$37,401.80","$16,902.99",$109.06,5967.03,834
December-2023,2023,2023-12-25,147,Savings,Silver,Medium Income,Married,Some College,919,263,$422.00,2725.75,$431.00,"$28,907.27","$22,158.82",$127.15,1061.28,667
December-2023,2023,2023-12-25,816,Chequing,Gold,Medium Income,Married,High School Graduate,451,362,$586.00,1870.07,$183.00,"$40,731.62","$25,340.14",$106.19,353.71,67
December-2023,2023,2023-12-25,874,Savings,Bronze,Medium Income,Divorced,Master's Degree,98,193,$868.00,1847.23,$358.00,"$4,111.51","$15,810.21",$127.57,7303.14,717
December-2023,2023,2023-12-26,837,Savings,Silver,Low Income,Single,College Degree,772,601,$52.00,2026.09,$850.00,"$26,944.08","$40,877.77",$121.36,4797.85,470
December-2023,2023,2023-12-26,612,Savings,Bronze,High Income,Divorced,College Degree,628,924,$316.00,1876.28,$540.00,"$39,218.54","$5,242.47",$20.77,7891.97,582
December-2023,2023,2023-12-26,150,Savings,Silver,Medium Income,Married,Some College,560,738,$923.00,1460.22,$210.00,"$40,319.76","$40,116.43",$144.86,9851.15,175
December-2023,2023,2023-12-26,186,Savings,Bronze,Medium Income,Single,Master's Degree,462,525,$79.00,396.86,$903.00,"$32,852.85","$38,332.60",$53.04,9805.04,947
December-2023,2023,2023-12-27,193,Chequing,Bronze,Medium Income,Married,Some College,667,628,$872.00,1982.11,$576.00,"$45,005.81","$37,366.60",$7.13,5362.64,188
December-2023,2023,2023-12-27,339,Savings,Gold,Low Income,Divorced,High School Graduate,528,905,$916.00,2625.65,$761.00,"$46,664.87","$25,441.22",$59.29,2331.12,674
December-2023,2023,2023-12-27,694,Savings,Bronze,Low Income,Single,High School Graduate,800,853,$220.00,331.2,$355.00,"$46,483.77","$45,976.79",$35.02,5778.91,615
December-2023,2023,2023-12-28,767,Chequing,Gold,Low Income,Single,Some College,649,391,$945.00,951.08,$56.00,"$25,568.70","$20,853.06",$65.68,1239.89,218
December-2023,2023,2023-12-28,760,Savings,Bronze,Low Income,Single,College Degree,906,180,$141.00,274.09,$737.00,"$15,402.35","$4,753.08",$144.42,6581.52,747
December-2023,2023,2023-12-28,403,Savings,Bronze,High Income,Divorced,Some College,178,479,$665.00,2707.15,$808.00,"$34,772.02","$18,343.96",$121.95,794.02,86
December-2023,2023,2023-12-28,117,Chequing,Bronze,High Income,Single,Some College,568,921,$659.00,281.51,$862.00,"$24,898.90","$34,972.25",$16.39,3907.68,214
December-2023,2023,2023-12-29,179,Savings,Silver,Low Income,Divorced,Some College,675,289,$523.00,575.63,$55.00,"$2,099.03","$41,837.11",$20.83,4750.26,921
December-2023,2023,2023-12-29,459,Savings,Silver,High Income,Married,Master's Degree,818,238,$98.00,1128.47,$167.00,"$6,507.39","$31,676.10",$57.28,856.64,834
December-2023,2023,2023-12-29,961,Savings,Gold,Medium Income,Single,Master's Degree,742,232,$661.00,2924.58,$982.00,"$14,446.98","$33,881.40",$112.01,2313.45,350
December-2023,2023,2023-12-30,416,Savings,Silver,Low Income,Married,Some College,285,732,$736.00,118.46,$987.00,"$14,842.86","$47,095.47",$6.66,6598.84,967
December-2023,2023,2023-12-31,443,Savings,Silver,Medium Income,Married,Master's Degree,47,896,$692.00,1579.09,$293.00,"$46,686.14","$22,131.52",$48.32,9269.36,516
January-2024,2024,2024-01-01,207,Savings,Silver,Medium Income,Single,High School Graduate,281,134,$683.00,2711.47,$626.00,"$19,770.91","$34,804.29",$131.53,8176.62,69
January-2024,2024,2024-01-01,781,Chequing,Bronze,Medium Income,Divorced,Master's Degree,380,581,$505.00,713.29,$661.00,$454.06,$647.81,$110.34,7675.97,494
January-2024,2024,2024-01-01,706,Savings,Silver,Low Income,Single,Master's Degree,678,67,$481.00,2329.18,$828.00,"$31,040.11","$6,754.62",$108.59,9020.05,961
January-2024,2024,2024-01-02,891,Savings,Gold,Low Income,Married,Some College,892,437,$390.00,1483.85,$804.00,"$37,166.40","$37,877.27",$15.35,5752.73,986
January-2024,2024,2024-01-02,505,Savings,Silver,High Income,Married,High School Graduate,281,140,$657.00,1995.24,$127.00,"$1,972.13","$28,258.14",$139.68,7102.47,968
January-2024,2024,2024-01-03,332,Savings,Silver,High Income,Married,Some College,809,389,$87.00,465.75,$824.00,"$13,547.33","$41,034.35",$126.51,5410.99,701
January-2024,2024,2024-01-04,539,Chequing,Silver,Low Income,Married,Some College,38,839,$701.00,650.35,$430.00,"$40,375.34","$37,729.44",$19.44,8063.58,394
January-2024,2024,2024-01-04,820,Savings,Silver,High Income,Divorced,High School Graduate,921,206,$289.00,1249.13,$243.00,"$43,869.43","$29,202.29",$21.43,6175.94,832
January-2024,2024,2024-01-05,813,Savings,Bronze,Medium Income,Divorced,Some College,535,38,$581.00,2222.94,$634.00,"$22,393.11","$7,723.82",$74.36,2163.72,542
January-2024,2024,2024-01-06,681,Chequing,Silver,Low Income,Divorced,Some College,903,221,$716.00,748.59,$490.00,"$5,251.82","$37,959.30",$99.15,3560.16,831
January-2024,2024,2024-01-06,909,Chequing,Gold,High Income,Divorced,College Degree,610,939,$755.00,2443.66,$168.00,"$40,942.30","$5,637.29",$99.37,3409.73,148
January-2024,2024,2024-01-06,982,Savings,Gold,Medium Income,Single,High School Graduate,662,170,$875.00,2926.77,$529.00,"$9,564.55","$39,194.27",$120.14,6422.31,630
January-2024,2024,2024-01-07,630,Savings,Gold,Low Income,Single,College Degree,396,486,$371.00,2796.84,$368.00,"$3,899.92","$39,865.52",$103.43,3022.66,840
January-2024,2024,2024-01-07,390,Savings,Bronze,Low Income,Divorced,High School Graduate,418,121,$470.00,2746.97,$986.00,"$38,229.06","$26,147.93",$97.19,6954.98,737
January-2024,2024,2024-01-08,160,Savings,Gold,Low Income,Single,College Degree,776,747,$293.00,2876.39,$589.00,"$34,745.74","$36,446.73",$8.48,4132.66,985
January-2024,2024,2024-01-08,744,Savings,Bronze,Low Income,Married,Some College,425,724,$258.00,2699.99,$197.00,"$19,469.95","$48,649.08",$142.46,4199.09,267
January-2024,2024,2024-01-09,197,Savings,Silver,Low Income,Married,College Degree,701,587,$508.00,1813.37,$477.00,"$29,600.39","$46,004.68",$77.53,5597.42,902
January-2024,2024,2024-01-09,188,Chequing,Silver,Medium Income,Married,High School Graduate,499,877,$451.00,513.88,$138.00,"$2,249.65","$11,018.36",$62.66,7232.78,619
January-2024,2024,2024-01-09,533,Chequing,Gold,Low Income,Single,Some College,620,686,$285.00,1372.81,$14.00,"$18,263.62","$15,255.73",$61.12,6774.63,820
January-2024,2024,2024-01-09,486,Chequing,Silver,High Income,Divorced,Master's Degree,947,540,$753.00,1179.3,$58.00,"$49,855.97","$9,590.43",$56.20,1822.87,748
January-2024,2024,2024-01-10,14,Chequing,Gold,Medium Income,Divorced,Some College,577,961,$671.00,1961.72,$801.00,"$25,335.90","$8,770.53",$26.62,1461.35,208
January-2024,2024,2024-01-10,912,Chequing,Bronze,Low Income,Divorced,High School Graduate,463,958,$26.00,1686.7,$743.00,"$32,091.27","$25,429.26",$35.97,9979.52,576
January-2024,2024,2024-01-11,750,Chequing,Silver,Low Income,Single,College Degree,822,370,$143.00,110.7,$228.00,"$35,992.25","$30,502.05",$5.56,221.96,261
January-2024,2024,2024-01-11,725,Chequing,Silver,Low Income,Single,High School Graduate,664,6,$185.00,2310.06,$958.00,"$35,639.02","$38,523.00",$127.69,2190.51,814
January-2024,2024,2024-01-11,839,Chequing,Silver,High Income,Divorced,Some College,344,198,$96.00,103.86,$224.00,"$5,578.91","$23,536.31",$13.56,2194.7,85
January-2024,2024,2024-01-11,702,Savings,Silver,Medium Income,Married,Some College,113,607,$770.00,1211.92,$903.00,"$41,902.22","$8,570.09",$34.91,7814.98,631
January-2024,2024,2024-01-12,480,Chequing,Gold,High Income,Divorced,Master's Degree,212,109,$2.00,2728.84,$398.00,"$44,276.76","$4,657.70",$33.43,2039.6,447
January-2024,2024,2024-01-12,414,Chequing,Silver,High Income,Single,High School Graduate,263,40,$438.00,1106.62,$937.00,"$38,291.83","$34,251.44",$46.63,9742.29,806
January-2024,2024,2024-01-13,441,Chequing,Bronze,Medium Income,Single,Master's Degree,874,400,$751.00,939.55,$617.00,"$7,199.20","$2,089.48",$21.52,8627.42,380
January-2024,2024,2024-01-13,711,Chequing,Bronze,Low Income,Divorced,Some College,268,111,$225.00,1237.84,$708.00,"$33,674.39","$19,753.28",$7.49,2371.44,444
January-2024,2024,2024-01-14,814,Savings,Silver,High Income,Married,Master's Degree,990,766,$275.00,173.1,$175.00,"$17,896.27","$9,773.96",$85.41,8690.67,731
January-2024,2024,2024-01-14,462,Chequing,Bronze,High Income,Married,Master's Degree,63,560,$320.00,354.83,$992.00,"$34,926.71","$48,880.57",$34.23,2883.89,434
January-2024,2024,2024-01-14,424,Savings,Gold,Low Income,Divorced,College Degree,163,658,$218.00,1447.12,$405.00,"$33,311.90","$5,791.35",$34.57,7342.43,23
January-2024,2024,2024-01-15,313,Chequing,Bronze,High Income,Married,High School Graduate,999,939,$717.00,1233.63,$97.00,"$31,857.46","$12,519.79",$146.40,5320.89,148
January-2024,2024,2024-01-15,798,Chequing,Silver,Medium Income,Married,Some College,18,309,$951.00,2474.4,$430.00,"$4,452.67","$23,658.78",$14.54,1920.31,223
January-2024,2024,2024-01-15,695,Chequing,Gold,Low Income,Divorced,College Degree,277,844,$872.00,970.83,$482.00,$201.76,"$31,487.39",$13.89,1143.62,232
January-2024,2024,2024-01-15,653,Chequing,Silver,Low Income,Single,Master's Degree,396,174,$717.00,912.67,$350.00,$336.83,"$16,480.43",$95.81,8249.33,203
January-2024,2024,2024-01-15,611,Chequing,Silver,Low Income,Married,Master's Degree,487,106,$968.00,2289.95,$610.00,"$13,170.76","$21,763.40",$10.71,4594.6,874
January-2024,2024,2024-01-16,829,Chequing,Silver,Low Income,Single,College Degree,78,869,$423.00,1963.48,$595.00,"$2,271.65","$48,369.29",$26.10,773.41,233
January-2024,2024,2024-01-16,560,Chequing,Bronze,Medium Income,Single,Master's Degree,502,609,$799.00,1095.68,$772.00,"$8,845.16","$4,468.34",$23.50,7207.21,942
January-2024,2024,2024-01-17,759,Savings,Gold,High Income,Single,Some College,707,980,$105.00,566.97,$834.00,"$41,996.05","$42,811.12",$126.81,2228.25,804
January-2024,2024,2024-01-17,942,Chequing,Bronze,Low Income,Divorced,Master's Degree,702,485,$211.00,1523.65,$360.00,"$21,844.42","$19,998.72",$67.57,6865.19,3
January-2024,2024,2024-01-19,693,Chequing,Silver,Low Income,Married,Some College,834,359,$651.00,1119.83,$410.00,"$30,284.22","$28,714.00",$128.24,6074.78,404
January-2024,2024,2024-01-19,8,Chequing,Silver,High Income,Single,Master's Degree,716,161,$18.00,1859.31,$306.00,"$43,808.24","$38,793.65",$91.72,3559.36,986
January-2024,2024,2024-01-19,133,Savings,Gold,High Income,Married,High School Graduate,74,98,$712.00,1292.75,$209.00,"$14,285.00","$48,966.10",$8.82,3689.28,146
January-2024,2024,2024-01-20,174,Chequing,Gold,High Income,Married,Some College,565,645,$981.00,108.66,$131.00,"$48,619.98","$13,153.88",$127.06,2362.17,355
January-2024,2024,2024-01-20,603,Savings,Bronze,Low Income,Divorced,College Degree,11,279,$283.00,1793.81,$884.00,"$46,994.00","$34,079.32",$91.28,5450.06,768
January-2024,2024,2024-01-21,838,Savings,Silver,Medium Income,Single,College Degree,83,899,$836.00,2839.22,$304.00,"$19,434.25","$18,927.25",$137.47,3879.86,62
January-2024,2024,2024-01-21,530,Savings,Bronze,High Income,Divorced,Some College,784,80,$809.00,1428.18,$180.00,"$30,375.70",$282.23,$82.09,3703.1,655
January-2024,2024,2024-01-22,298,Savings,Silver,Low Income,Married,High School Graduate,105,984,$208.00,1825.75,$318.00,"$36,895.91","$36,921.34",$139.64,3091.73,571
January-2024,2024,2024-01-22,169,Savings,Bronze,High Income,Divorced,Master's Degree,359,530,$358.00,1144.01,$10.00,"$27,119.08","$45,598.10",$83.35,1485.62,780
January-2024,2024,2024-01-22,649,Chequing,Gold,High Income,Married,Some College,662,713,$422.00,153.06,$678.00,"$19,749.45","$49,106.43",$81.79,8935.34,23
January-2024,2024,2024-01-23,669,Chequing,Gold,High Income,Single,College Degree,58,513,$649.00,1735.82,$603.00,"$45,329.45","$30,083.59",$93.46,1278.56,385
January-2024,2024,2024-01-23,312,Savings,Gold,Medium Income,Single,High School Graduate,342,210,$699.00,1186.96,$746.00,"$16,083.97","$37,844.94",$140.47,4870.39,853
January-2024,2024,2024-01-24,276,Savings,Gold,High Income,Divorced,High School Graduate,49,995,$708.00,1467.44,$48.00,"$22,468.25","$16,156.28",$117.08,8232.5,462
January-2024,2024,2024-01-24,93,Chequing,Silver,High Income,Single,High School Graduate,484,427,$696.00,1706.39,$955.00,"$43,295.14","$34,340.15",$138.81,868.58,5
January-2024,2024,2024-01-24,661,Savings,Silver,Low Income,Divorced,College Degree,599,536,$231.00,1440.54,$467.00,"$31,434.24","$38,081.16",$125.84,3876.62,474
January-2024,2024,2024-01-24,651,Chequing,Silver,Low Income,Divorced,Some College,538,992,$37.00,1438.88,$348.00,"$7,279.53","$44,854.17",$64.27,9303.11,975
January-2024,2024,2024-01-25,860,Savings,Silver,Medium Income,Single,Master's Degree,395,324,$959.00,2635.04,$372.00,"$49,229.99","$45,433.08",$54.04,953.72,571
January-2024,2024,2024-01-25,19,Savings,Bronze,Low Income,Single,Master's Degree,975,663,$796.00,1553.62,$665.00,"$26,890.85","$28,961.47",$100.10,6224.7,622
January-2024,2024,2024-01-25,148,Chequing,Bronze,Medium Income,Single,College Degree,415,539,$132.00,2894.91,$699.00,"$34,553.77","$4,638.00",$53.50,2980.29,65
January-2024,2024,2024-01-25,306,Savings,Bronze,High Income,Married,College Degree,834,923,$367.00,2236.78,$47.00,"$6,802.31","$45,492.51",$144.30,4832.53,318
January-2024,2024,2024-01-25,437,Savings,Silver,Medium Income,Married,Master's Degree,684,977,$214.00,515.14,$176.00,"$49,065.19","$14,470.62",$94.50,9494.52,907
January-2024,2024,2024-01-27,513,Chequing,Silver,Low Income,Single,Some College,860,72,$672.00,2511.45,$332.00,"$14,322.16","$39,118.66",$115.09,4350.5,286
January-2024,2024,2024-01-27,361,Chequing,Bronze,Medium Income,Divorced,College Degree,795,461,$648.00,1700.08,$685.00,"$29,731.99","$49,740.13",$81.11,8522.34,237
January-2024,2024,2024-01-27,84,Chequing,Silver,Medium Income,Married,Some College,850,242,$856.00,2499.65,$166.00,"$49,089.63","$25,982.57",$52.72,9615.45,151
January-2024,2024,2024-01-27,834,Savings,Gold,High Income,Married,College Degree,618,895,$545.00,1468.58,$850.00,"$19,107.29","$41,716.29",$31.15,6052.44,468
January-2024,2024,2024-01-28,511,Savings,Bronze,Medium Income,Married,Some College,162,300,$233.00,2959.27,$95.00,"$45,380.30","$10,783.26",$57.66,7580.37,865
January-2024,2024,2024-01-29,140,Chequing,Gold,High Income,Single,High School Graduate,86,218,$669.00,782.69,$423.00,"$22,823.92","$19,159.49",$26.79,1538.71,746
January-2024,2024,2024-01-29,234,Savings,Silver,High Income,Single,College Degree,664,403,$496.00,2494.81,$524.00,"$29,673.13","$6,505.72",$149.14,7439.25,175
January-2024,2024,2024-01-31,537,Chequing,Silver,Low Income,Single,College Degree,459,745,$999.00,2412.91,$917.00,"$48,672.23","$17,615.36",$103.06,286.07,312
